qid,question,answer,qid,question,answer,concepts,numbers,units,relations
329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",i and ii,329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",i and ii,"['ii', 'iii', 'yeast', '.', 'anaerobic', 'i.', 'bacteria', 'correct', 'occurs-', 'respiration']",['one'],[],[]
329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",ii and iii,329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",ii and iii,"['ii', 'iii', 'yeast', '.', 'anaerobic', 'i.', 'bacteria', 'correct', 'occurs-', 'respiration']",['one'],[],[]
329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",i and iii,329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?",i and iii,"['ii', 'iii', 'yeast', '.', 'anaerobic', 'i.', 'bacteria', 'correct', 'occurs-', 'respiration']",['one'],[],[]
329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?","i, ii and iii",329,"generally anaerobic respiration occurs-
i. yeast
ii. alage
iii. bacteria
which one is correct?","i, ii and iii","['ii', 'iii', 'yeast', '.', 'anaerobic', 'i.', 'bacteria', 'correct', 'occurs-', 'respiration']",['one'],[],[]
330,how many milliliter of urine does an adult man expel daily?,1400,330,how many milliliter of urine does an adult man expel daily?,1400,"['milliliter', 'urine', 'adult', 'man', 'daily', 'expel']",['1400'],['m'],[]
330,how many milliliter of urine does an adult man expel daily?,1500,330,how many milliliter of urine does an adult man expel daily?,1500,"['milliliter', 'urine', 'adult', 'man', 'expel']",['1500'],['m'],[]
330,how many milliliter of urine does an adult man expel daily?,1600,330,how many milliliter of urine does an adult man expel daily?,1600,"['milliliter', 'urine', 'adult', 'man', 'expel']",['1600'],['m'],[]
330,how many milliliter of urine does an adult man expel daily?,1700,330,how many milliliter of urine does an adult man expel daily?,1700,"['milliliter', 'urine', 'adult', 'man', 'daily', 'expel']",['1700'],['m'],[]
331,which protects the cell from germs?,nucleus,331,which protects the cell from germs?,nucleus,"['protect', 'nucleus', 'cell', 'germ']",[],['m'],[]
331,which protects the cell from germs?,mitochondria,331,which protects the cell from germs?,mitochondria,"['protect', 'cell', 'germ', 'mitochondria']",[],['m'],[]
331,which protects the cell from germs?,golgi body,331,which protects the cell from germs?,golgi body,"['protect', 'golgi', 'cell', 'body', 'germ']",[],['m'],[]
331,which protects the cell from germs?,lysosome,331,which protects the cell from germs?,lysosome,"['protect', 'cell', 'germ', 'lysosome']",[],['m'],[]
332,which is endocrine gland?,pancreas,332,which is endocrine gland?,pancreas,"['endocrine', 'gland', 'pancrea']",[],[],[]
332,which is endocrine gland?,liver,332,which is endocrine gland?,liver,"['endocrine', 'gland', 'liver']",[],[],[]
332,which is endocrine gland?,pituitary,332,which is endocrine gland?,pituitary,"['endocrine', 'gland', 'pituitary']",[],[],[]
332,which is endocrine gland?,salivary gland,332,which is endocrine gland?,salivary gland,"['endocrine', 'gland', 'salivary']",[],[],[]
333,where is found in phloem fiber?,jute,333,where is found in phloem fiber?,jute,"['find', 'jute', 'fiber', 'phloem']",[],['m'],[]
333,where is found in phloem fiber?,sugarcane,333,where is found in phloem fiber?,sugarcane,"['find', 'sugarcane', 'fiber', 'phloem']",[],['m'],[]
333,where is found in phloem fiber?,maize,333,where is found in phloem fiber?,maize,"['maize', 'find', 'fiber', 'phloem']",[],['m'],[]
333,where is found in phloem fiber?,mustard,333,where is found in phloem fiber?,mustard,"['find', 'mustard', 'fiber', 'phloem']",[],['m'],[]
334,stratified epithelial tissue found in which of the animals skin?,earthworm,334,stratified epithelial tissue found in which of the animals skin?,earthworm,"['epithelial', 'find', 'tissue', 'skin', 'earthworm', 'stratify', 'animal']",[],['m'],[]
334,stratified epithelial tissue found in which of the animals skin?,snake,334,stratified epithelial tissue found in which of the animals skin?,snake,"['snake', 'epithelial', 'find', 'tissue', 'skin', 'stratify', 'animal']",[],['m'],[]
334,stratified epithelial tissue found in which of the animals skin?,cockroach,334,stratified epithelial tissue found in which of the animals skin?,cockroach,"['cockroach', 'epithelial', 'find', 'tissue', 'skin', 'stratify', 'animal']",[],['m'],[]
334,stratified epithelial tissue found in which of the animals skin?,grasshopper,334,stratified epithelial tissue found in which of the animals skin?,grasshopper,"['grasshopper', 'epithelial', 'find', 'tissue', 'skin', 'stratify', 'animal']",[],['m'],[]
335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,668 k cal,335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,668 k cal,"['oxidize', 'energy', 'molecule', 'total', 'produce', 'cal', 'respiration', 'glucose', 'aerobic']","['one', '668 k cal', '668']",['m'],[]
335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,678 k cal,335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,678 k cal,"['oxidize', 'k', 'energy', 'molecule', 'total', 'produce', 'cal', 'respiration', 'glucose', 'aerobic']","['678 k cal', 'one', '678']",['m'],[]
335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,686 k cal,335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,686 k cal,"['oxidize', 'energy', 'molecule', 'total', 'produce', 'cal', 'respiration', 'glucose', 'aerobic']","['686', '686 k cal', 'one']",['m'],[]
335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,866 k cal,335,what is the total amount of energy produced when one molecule of glucose is completely oxidized in aerobic respiration?,866 k cal,"['oxidize', 'energy', 'molecule', 'total', 'produce', 'cal', 'respiration', 'glucose', 'aerobic']","['866', 'one']",['m'],[]
336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",sieve cell,336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",sieve cell,"['cell', 'vitality', 'lack', 'observe', 'provide', 'plant', 'substance', 'rakib', 'following', 'tub', 'afternoon', 'tree', 'water', 'sieve', 'transport', 'regain', 'dry']",[],[],[]
336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",vessels,336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",vessels,"['vitality', 'lack', 'observe', 'provide', 'plant', 'substance', 'rakib', 'following', 'tub', 'afternoon', 'tree', 'water', 'vessel', 'transport', 'regain', 'dry']",[],[],[]
336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",companion cell,336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",companion cell,"['cell', 'vitality', 'lack', 'observe', 'provide', 'plant', 'substance', 'rakib', 'following', 'tub', 'afternoon', 'tree', 'water', 'companion', 'transport', 'regain', 'dry']",[],['m'],[]
336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",phloem parenchyma,336,"rakib observed in he afternoon that the tree in his tub was drying up due to lack of water. the tree regained its vitality after he provided water.
which of the following transports that substance to the plant?",phloem parenchyma,"['vitality', 'lack', 'observe', 'provide', 'plant', 'parenchyma', 'substance', 'phloem parenchyma', 'rakib', 'following', 'tub', 'afternoon', 'tree', 'water', 'phloem', 'transport', 'regain', 'dry']",[],['m'],[]
337,which is the optimum temperature for respiration?,10\degree c - 35\degree c,337,which is the optimum temperature for respiration?,10\degree c - 35\degree c,"['respiration', 'temperature', 'optimum', 'c']",['10\\degree'],"['m', 'deg']",[]
337,which is the optimum temperature for respiration?,15\degree c - 40\degree c,337,which is the optimum temperature for respiration?,15\degree c - 40\degree c,"['respiration', 'temperature', 'optimum']","['40\\degree', '15\\degree']","['m', 'deg']",[]
337,which is the optimum temperature for respiration?,20\degree c - 45\degree c,337,which is the optimum temperature for respiration?,20\degree c - 45\degree c,"['respiration', 'temperature', 'optimum', 'c']",['20\\degree'],"['m', 'deg']",[]
337,which is the optimum temperature for respiration?,25\degree c - 50\degree c,337,which is the optimum temperature for respiration?,25\degree c - 50\degree c,"['respiration', 'temperature', 'optimum', 'c']",['25\\degree'],"['m', 'deg']",[]
338,which of the following plants has a higher rate of photosynthesis?,banyan tree,338,which of the following plants has a higher rate of photosynthesis?,banyan tree,"['rate', 'high', 'photosynthesis', 'banyan', 'tree', 'follow', 'plant']",[],[],[]
338,which of the following plants has a higher rate of photosynthesis?,jack fruit,338,which of the following plants has a higher rate of photosynthesis?,jack fruit,"['rate', 'high', 'photosynthesis', 'fruit', 'follow', 'plant', 'jack']",[],[],[]
338,which of the following plants has a higher rate of photosynthesis?,guava,338,which of the following plants has a higher rate of photosynthesis?,guava,"['rate', 'high', 'photosynthesis', 'follow', 'guava', 'plant']",[],[],[]
338,which of the following plants has a higher rate of photosynthesis?,water hyacinth,338,which of the following plants has a higher rate of photosynthesis?,water hyacinth,"['plant', 'rate', 'high', 'photosynthesis', 'water', 'follow', 'hyacinth']",[],[],[]
339,placenta is formed in how many weeks after fertilization?,12,339,placenta is formed in how many weeks after fertilization?,12,"['week', 'placenta', 'form', 'fertilization']",['12'],['m'],[]
339,placenta is formed in how many weeks after fertilization?,11,339,placenta is formed in how many weeks after fertilization?,11,"['week', 'placenta', 'form', 'fertilization']",['11'],['m'],[]
339,placenta is formed in how many weeks after fertilization?,10,339,placenta is formed in how many weeks after fertilization?,10,"['week', 'placenta', 'form', 'fertilization']",['10'],['m'],[]
339,placenta is formed in how many weeks after fertilization?,9,339,placenta is formed in how many weeks after fertilization?,9,"['week', 'placenta', 'form', 'fertilization']",['9'],['m'],[]
340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",phemococcus,340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",phemococcus,"['fever', 'phemococcus', 'say', 'chamber', '.', 'medicine', 'dry', 'suffer', 'affect', 'face', 'neck', 'go', 'feel', 'month', 'discover', 'doctor', 'continuous', 'mr', 'diarrhoea', 'rough', 'armpit', 'examine', 'disease', 'x', 'germ', 'cough', 'pain']",['one'],['m'],[]
340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",mycobacterium tuberculosis,340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",mycobacterium tuberculosis,"['fever', 'say', 'chamber', '.', 'medicine', 'dry', 'suffer', 'affect', 'face', 'neck', 'go', 'feel', 'month', 'discover', 'doctor', 'tuberculosis', 'continuous', 'mr', 'diarrhoea', 'rough', 'armpit', 'examine', 'disease', 'mycobacterium', 'x', 'germ', 'cough', 'pain']",['one'],['m'],[]
340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",human immune deficiency virus,340,"mr. x has a continuous fever for more than one month, diarrhoea and dry cough. he feels pain in neck and armpit. the face has become rough. when he went to the doctor's chamber, the doctor examined him and said that he was suffering from a disease which no medicine has been discovered yet.
mr. x has affected by which germ?",human immune deficiency virus,"['fever', 'say', 'chamber', '.', 'medicine', 'dry', 'suffer', 'affect', 'face', 'neck', 'go', 'deficiency', 'feel', 'month', 'human', 'discover', 'doctor', 'continuous', 'mr', 'diarrhoea', 'rough', 'immune', 'armpit', 'examine', 'disease', 'virus', 'x', 'germ', 'cough', 'pain']",['one'],"['mm', 'm']",[]
